datetime,block,units,day_type,hour
2025-01-07 09:00:00,Block_A,27.04,Weekday,9
2025-01-07 10:00:00,Block_A,27.95,Weekday,10
2025-01-07 11:00:00,Block_A,23.82,Weekday,11
2025-01-07 12:00:00,Block_A,23.56,Weekday,12
2025-01-07 13:00:00,Block_A,23.19,Weekday,13
2025-01-07 14:00:00,Block_A,22.65,Weekday,14
2025-01-07 15:00:00,Block_A,24.22,Weekday,15
2025-01-07 16:00:00,Block_A,23.03,Weekday,16
2025-01-07 17:00:00,Block_A,22.07,Weekday,17
2025-01-07 18:00:00,Block_A,29.04,Weekday,18
2025-01-07 19:00:00,Block_A,26.98,Weekday,19
2025-01-07 20:00:00,Block_A,30.06,Weekday,20
2025-01-07 21:00:00,Block_A,34.43,Weekday,21
2025-01-07 22:00:00,Block_A,31.34,Weekday,22
2025-01-07 23:00:00,Block_A,22.37,Weekday,23
2025-01-08 00:00:00,Block_A,19.68,Weekday,0
2025-01-08 01:00:00,Block_A,24.69,Weekday,1
2025-01-08 02:00:00,Block_A,23.83,Weekday,2
2025-01-08 03:00:00,Block_A,25.48,Weekday,3
2025-01-08 04:00:00,Block_A,22.51,Weekday,4
2025-01-08 05:00:00,Block_A,22.23,Weekday,5
2025-01-08 06:00:00,Block_A,28.85,Weekday,6
2025-01-08 07:00:00,Block_A,28.07,Weekday,7
2025-01-08 08:00:00,Block_A,26.84,Weekday,8
2025-01-08 09:00:00,Block_A,25.65,Weekday,9
2025-01-08 10:00:00,Block_A,27.71,Weekday,10
2025-01-08 11:00:00,Block_A,24.38,Weekday,11
2025-01-08 12:00:00,Block_A,24.0,Weekday,12
2025-01-08 13:00:00,Block_A,24.81,Weekday,13
2025-01-08 14:00:00,Block_A,23.73,Weekday,14
2025-01-08 15:00:00,Block_A,22.08,Weekday,15
2025-01-08 16:00:00,Block_A,22.32,Weekday,16
2025-01-08 17:00:00,Block_A,25.33,Weekday,17
2025-01-08 18:00:00,Block_A,30.05,Weekday,18
2025-01-08 19:00:00,Block_A,28.91,Weekday,19
2025-01-08 20:00:00,Block_A,33.69,Weekday,20
2025-01-08 21:00:00,Block_A,32.18,Weekday,21
2025-01-08 22:00:00,Block_A,29.05,Weekday,22
2025-01-08 23:00:00,Block_A,20.94,Weekday,23
2025-01-09 00:00:00,Block_A,18.86,Weekday,0
2025-01-09 01:00:00,Block_A,23.25,Weekday,1
2025-01-09 02:00:00,Block_A,23.33,Weekday,2
2025-01-09 03:00:00,Block_A,21.55,Weekday,3
2025-01-09 04:00:00,Block_A,22.71,Weekday,4
2025-01-09 05:00:00,Block_A,21.97,Weekday,5
2025-01-09 06:00:00,Block_A,27.57,Weekday,6
2025-01-09 07:00:00,Block_A,23.9,Weekday,7
2025-01-09 08:00:00,Block_A,27.31,Weekday,8
2025-01-09 09:00:00,Block_A,29.01,Weekday,9
2025-01-09 10:00:00,Block_A,28.67,Weekday,10
2025-01-09 11:00:00,Block_A,21.01,Weekday,11
2025-01-09 12:00:00,Block_A,20.23,Weekday,12
2025-01-09 13:00:00,Block_A,23.22,Weekday,13
2025-01-09 14:00:00,Block_A,23.74,Weekday,14
2025-01-09 15:00:00,Block_A,24.8,Weekday,15
2025-01-09 16:00:00,Block_A,20.78,Weekday,16
2025-01-09 17:00:00,Block_A,22.53,Weekday,17
2025-01-09 18:00:00,Block_A,28.26,Weekday,18
2025-01-09 19:00:00,Block_A,33.68,Weekday,19
2025-01-09 20:00:00,Block_A,27.81,Weekday,20
2025-01-09 21:00:00,Block_A,29.84,Weekday,21
2025-01-09 22:00:00,Block_A,32.51,Weekday,22
2025-01-09 23:00:00,Block_A,22.42,Weekday,23
2025-01-10 00:00:00,Block_A,21.13,Weekday,0
2025-01-10 01:00:00,Block_A,19.96,Weekday,1
2025-01-10 02:00:00,Block_A,22.39,Weekday,2
2025-01-10 03:00:00,Block_A,21.98,Weekday,3
2025-01-10 04:00:00,Block_A,22.16,Weekday,4
2025-01-10 05:00:00,Block_A,21.63,Weekday,5
2025-01-10 06:00:00,Block_A,26.51,Weekday,6
2025-01-10 07:00:00,Block_A,24.11,Weekday,7
2025-01-10 08:00:00,Block_A,29.34,Weekday,8
2025-01-10 09:00:00,Block_A,27.87,Weekday,9
2025-01-10 10:00:00,Block_A,27.66,Weekday,10
2025-01-10 11:00:00,Block_A,19.57,Weekday,11
2025-01-10 12:00:00,Block_A,23.13,Weekday,12
2025-01-10 13:00:00,Block_A,21.19,Weekday,13
2025-01-10 14:00:00,Block_A,21.39,Weekday,14
2025-01-10 15:00:00,Block_A,22.21,Weekday,15
2025-01-10 16:00:00,Block_A,20.68,Weekday,16
2025-01-10 17:00:00,Block_A,21.61,Weekday,17
2025-01-10 18:00:00,Block_A,29.85,Weekday,18
2025-01-10 19:00:00,Block_A,33.73,Weekday,19
2025-01-10 20:00:00,Block_A,30.82,Weekday,20
2025-01-10 21:00:00,Block_A,33.52,Weekday,21
2025-01-10 22:00:00,Block_A,33.6,Weekday,22
2025-01-10 23:00:00,Block_A,20.83,Weekday,23
2025-01-11 00:00:00,Block_A,20.95,Weekend,0
2025-01-11 01:00:00,Block_A,19.34,Weekend,1
2025-01-11 02:00:00,Block_A,21.94,Weekend,2
2025-01-11 03:00:00,Block_A,22.15,Weekend,3
2025-01-11 04:00:00,Block_A,23.48,Weekend,4
2025-01-11 05:00:00,Block_A,20.75,Weekend,5
2025-01-11 06:00:00,Block_A,29.87,Weekend,6
2025-01-11 07:00:00,Block_A,29.68,Weekend,7
2025-01-11 08:00:00,Block_A,30.13,Weekend,8
2025-01-11 09:00:00,Block_A,28.72,Weekend,9
2025-01-11 10:00:00,Block_A,30.08,Weekend,10
2025-01-11 11:00:00,Block_A,22.62,Weekend,11
2025-01-11 12:00:00,Block_A,23.45,Weekend,12
2025-01-11 13:00:00,Block_A,20.99,Weekend,13
2025-01-11 14:00:00,Block_A,21.57,Weekend,14
2025-01-11 15:00:00,Block_A,22.9,Weekend,15
2025-01-11 16:00:00,Block_A,21.1,Weekend,16
2025-01-11 17:00:00,Block_A,22.11,Weekend,17
2025-01-11 18:00:00,Block_A,28.36,Weekend,18
2025-01-11 19:00:00,Block_A,30.65,Weekend,19
2025-01-11 20:00:00,Block_A,29.55,Weekend,20
2025-01-11 21:00:00,Block_A,31.03,Weekend,21
2025-01-11 22:00:00,Block_A,34.56,Weekend,22
2025-01-11 23:00:00,Block_A,23.35,Weekend,23
2025-01-12 00:00:00,Block_A,21.43,Weekend,0
2025-01-12 01:00:00,Block_A,21.52,Weekend,1
2025-01-12 02:00:00,Block_A,21.02,Weekend,2
2025-01-12 03:00:00,Block_A,21.11,Weekend,3
2025-01-12 04:00:00,Block_A,23.48,Weekend,4
2025-01-12 05:00:00,Block_A,20.57,Weekend,5
2025-01-12 06:00:00,Block_A,26.76,Weekend,6
2025-01-12 07:00:00,Block_A,29.21,Weekend,7
2025-01-12 08:00:00,Block_A,28.1,Weekend,8
2025-01-12 09:00:00,Block_A,30.47,Weekend,9
2025-01-12 10:00:00,Block_A,28.17,Weekend,10
2025-01-12 11:00:00,Block_A,23.5,Weekend,11
2025-01-12 12:00:00,Block_A,23.0,Weekend,12
2025-01-12 13:00:00,Block_A,21.99,Weekend,13
2025-01-12 14:00:00,Block_A,23.13,Weekend,14
2025-01-12 15:00:00,Block_A,21.42,Weekend,15
2025-01-12 16:00:00,Block_A,24.05,Weekend,16
2025-01-12 17:00:00,Block_A,21.28,Weekend,17
2025-01-12 18:00:00,Block_A,33.4,Weekend,18
2025-01-12 19:00:00,Block_A,35.54,Weekend,19
2025-01-12 20:00:00,Block_A,34.05,Weekend,20
2025-01-12 21:00:00,Block_A,33.54,Weekend,21
2025-01-12 22:00:00,Block_A,29.04,Weekend,22
2025-01-12 23:00:00,Block_A,21.7,Weekend,23
2025-01-13 00:00:00,Block_A,24.44,Weekday,0
2025-01-13 01:00:00,Block_A,21.12,Weekday,1
2025-01-13 02:00:00,Block_A,22.8,Weekday,2
2025-01-13 03:00:00,Block_A,21.55,Weekday,3
2025-01-13 04:00:00,Block_A,21.83,Weekday,4
2025-01-13 05:00:00,Block_A,21.83,Weekday,5
2025-01-13 06:00:00,Block_A,26.59,Weekday,6
2025-01-13 07:00:00,Block_A,24.4,Weekday,7
2025-01-13 08:00:00,Block_A,27.82,Weekday,8
2025-01-13 09:00:00,Block_A,27.61,Weekday,9
2025-01-13 10:00:00,Block_A,26.49,Weekday,10
2025-01-13 11:00:00,Block_A,22.75,Weekday,11
2025-01-13 12:00:00,Block_A,22.92,Weekday,12
2025-01-13 13:00:00,Block_A,22.23,Weekday,13
2025-01-13 14:00:00,Block_A,20.17,Weekday,14
2025-01-13 15:00:00,Block_A,20.64,Weekday,15
2025-01-13 16:00:00,Block_A,21.59,Weekday,16
2025-01-13 17:00:00,Block_A,22.22,Weekday,17
2025-01-13 18:00:00,Block_A,30.33,Weekday,18
2025-01-13 19:00:00,Block_A,31.03,Weekday,19
2025-01-13 20:00:00,Block_A,32.31,Weekday,20
2025-01-13 21:00:00,Block_A,31.02,Weekday,21
2025-01-13 22:00:00,Block_A,29.48,Weekday,22
2025-01-13 23:00:00,Block_A,24.68,Weekday,23
2025-01-14 00:00:00,Block_A,21.26,Weekday,0
2025-01-14 01:00:00,Block_A,23.2,Weekday,1
2025-01-14 02:00:00,Block_A,19.41,Weekday,2
2025-01-14 03:00:00,Block_A,24.14,Weekday,3
2025-01-14 04:00:00,Block_A,25.18,Weekday,4
2025-01-14 05:00:00,Block_A,23.48,Weekday,5
2025-01-14 06:00:00,Block_A,27.81,Weekday,6
2025-01-14 07:00:00,Block_A,26.64,Weekday,7
2025-01-14 08:00:00,Block_A,28.67,Weekday,8
2025-01-14 09:00:00,Block_A,31.33,Weekday,9
2025-01-14 10:00:00,Block_A,30.16,Weekday,10
2025-01-14 11:00:00,Block_A,21.49,Weekday,11
2025-01-14 12:00:00,Block_A,22.61,Weekday,12
2025-01-14 13:00:00,Block_A,22.89,Weekday,13
2025-01-14 14:00:00,Block_A,22.84,Weekday,14
2025-01-14 15:00:00,Block_A,19.93,Weekday,15
2025-01-14 16:00:00,Block_A,23.35,Weekday,16
2025-01-14 17:00:00,Block_A,24.28,Weekday,17
2025-01-14 18:00:00,Block_A,29.14,Weekday,18
2025-01-14 19:00:00,Block_A,33.21,Weekday,19
2025-01-14 20:00:00,Block_A,28.13,Weekday,20
2025-01-14 21:00:00,Block_A,32.97,Weekday,21
2025-01-14 22:00:00,Block_A,33.23,Weekday,22
2025-01-14 23:00:00,Block_A,20.96,Weekday,23
2025-01-15 00:00:00,Block_A,22.52,Weekday,0
2025-01-15 01:00:00,Block_A,22.52,Weekday,1
2025-01-15 02:00:00,Block_A,20.38,Weekday,2
2025-01-15 03:00:00,Block_A,22.47,Weekday,3
2025-01-15 04:00:00,Block_A,20.99,Weekday,4
2025-01-15 05:00:00,Block_A,23.15,Weekday,5
2025-01-15 06:00:00,Block_A,29.55,Weekday,6
2025-01-15 07:00:00,Block_A,28.99,Weekday,7
2025-01-15 08:00:00,Block_A,26.4,Weekday,8
2025-01-15 09:00:00,Block_A,29.68,Weekday,9
2025-01-15 10:00:00,Block_A,29.98,Weekday,10
2025-01-15 11:00:00,Block_A,23.52,Weekday,11
2025-01-15 12:00:00,Block_A,21.52,Weekday,12
2025-01-15 13:00:00,Block_A,23.29,Weekday,13
2025-01-15 14:00:00,Block_A,23.57,Weekday,14
2025-01-15 15:00:00,Block_A,22.67,Weekday,15
2025-01-15 16:00:00,Block_A,22.56,Weekday,16
2025-01-15 17:00:00,Block_A,22.33,Weekday,17
2025-01-15 18:00:00,Block_A,27.74,Weekday,18
2025-01-15 19:00:00,Block_A,29.37,Weekday,19
2025-01-15 20:00:00,Block_A,32.66,Weekday,20
2025-01-15 21:00:00,Block_A,35.42,Weekday,21
2025-01-15 22:00:00,Block_A,31.05,Weekday,22
2025-01-15 23:00:00,Block_A,23.04,Weekday,23
2025-01-16 00:00:00,Block_A,24.5,Weekday,0
2025-01-16 01:00:00,Block_A,21.02,Weekday,1
2025-01-16 02:00:00,Block_A,22.28,Weekday,2
2025-01-16 03:00:00,Block_A,23.59,Weekday,3
2025-01-16 04:00:00,Block_A,24.77,Weekday,4
2025-01-16 05:00:00,Block_A,22.04,Weekday,5
2025-01-16 06:00:00,Block_A,24.17,Weekday,6
2025-01-16 07:00:00,Block_A,26.84,Weekday,7
2025-01-16 08:00:00,Block_A,27.32,Weekday,8
2025-01-16 09:00:00,Block_A,27.82,Weekday,9
2025-01-16 10:00:00,Block_A,26.73,Weekday,10
2025-01-16 11:00:00,Block_A,21.55,Weekday,11
2025-01-16 12:00:00,Block_A,21.69,Weekday,12
2025-01-16 13:00:00,Block_A,21.59,Weekday,13
2025-01-16 14:00:00,Block_A,23.9,Weekday,14
2025-01-16 15:00:00,Block_A,21.5,Weekday,15
2025-01-16 16:00:00,Block_A,23.05,Weekday,16
2025-01-16 17:00:00,Block_A,19.82,Weekday,17
2025-01-16 18:00:00,Block_A,35.59,Weekday,18
2025-01-16 19:00:00,Block_A,31.74,Weekday,19
2025-01-16 20:00:00,Block_A,33.68,Weekday,20
2025-01-16 21:00:00,Block_A,33.17,Weekday,21
2025-01-16 22:00:00,Block_A,30.91,Weekday,22
2025-01-16 23:00:00,Block_A,22.24,Weekday,23
2025-01-17 00:00:00,Block_A,23.13,Weekday,0
2025-01-17 01:00:00,Block_A,24.21,Weekday,1
2025-01-17 02:00:00,Block_A,24.1,Weekday,2
2025-01-17 03:00:00,Block_A,22.19,Weekday,3
2025-01-17 04:00:00,Block_A,21.7,Weekday,4
2025-01-17 05:00:00,Block_A,21.02,Weekday,5
2025-01-17 06:00:00,Block_A,24.99,Weekday,6
2025-01-17 07:00:00,Block_A,26.83,Weekday,7
2025-01-17 08:00:00,Block_A,31.99,Weekday,8
2025-01-17 09:00:00,Block_A,27.8,Weekday,9
2025-01-17 10:00:00,Block_A,29.45,Weekday,10
2025-01-17 11:00:00,Block_A,21.08,Weekday,11
2025-01-17 12:00:00,Block_A,22.04,Weekday,12
2025-01-17 13:00:00,Block_A,21.03,Weekday,13
2025-01-17 14:00:00,Block_A,21.56,Weekday,14
2025-01-17 15:00:00,Block_A,22.9,Weekday,15
2025-01-17 16:00:00,Block_A,24.42,Weekday,16
2025-01-17 17:00:00,Block_A,21.52,Weekday,17
2025-01-17 18:00:00,Block_A,28.5,Weekday,18
2025-01-17 19:00:00,Block_A,35.9,Weekday,19
2025-01-17 20:00:00,Block_A,35.47,Weekday,20
2025-01-17 21:00:00,Block_A,31.36,Weekday,21
2025-01-17 22:00:00,Block_A,33.0,Weekday,22
2025-01-17 23:00:00,Block_A,22.17,Weekday,23
2025-01-18 00:00:00,Block_A,24.89,Weekend,0
2025-01-18 01:00:00,Block_A,24.49,Weekend,1
2025-01-18 02:00:00,Block_A,20.09,Weekend,2
2025-01-18 03:00:00,Block_A,22.32,Weekend,3
2025-01-18 04:00:00,Block_A,22.34,Weekend,4
2025-01-18 05:00:00,Block_A,22.89,Weekend,5
2025-01-18 06:00:00,Block_A,29.0,Weekend,6
2025-01-18 07:00:00,Block_A,28.83,Weekend,7
2025-01-18 08:00:00,Block_A,29.65,Weekend,8
2025-01-18 09:00:00,Block_A,26.93,Weekend,9
2025-01-18 10:00:00,Block_A,27.27,Weekend,10
2025-01-18 11:00:00,Block_A,22.78,Weekend,11
2025-01-18 12:00:00,Block_A,22.91,Weekend,12
2025-01-18 13:00:00,Block_A,19.98,Weekend,13
2025-01-18 14:00:00,Block_A,21.9,Weekend,14
2025-01-18 15:00:00,Block_A,24.29,Weekend,15
2025-01-18 16:00:00,Block_A,22.08,Weekend,16
2025-01-18 17:00:00,Block_A,24.17,Weekend,17
2025-01-18 18:00:00,Block_A,33.44,Weekend,18
2025-01-18 19:00:00,Block_A,26.96,Weekend,19
2025-01-18 20:00:00,Block_A,32.22,Weekend,20
2025-01-18 21:00:00,Block_A,33.48,Weekend,21
2025-01-18 22:00:00,Block_A,33.96,Weekend,22
2025-01-18 23:00:00,Block_A,20.11,Weekend,23
2025-01-19 00:00:00,Block_A,23.59,Weekend,0
2025-01-19 01:00:00,Block_A,21.14,Weekend,1
2025-01-19 02:00:00,Block_A,21.49,Weekend,2
2025-01-19 03:00:00,Block_A,24.7,Weekend,3
2025-01-19 04:00:00,Block_A,22.18,Weekend,4
2025-01-19 05:00:00,Block_A,23.49,Weekend,5
2025-01-19 06:00:00,Block_A,28.89,Weekend,6
2025-01-19 07:00:00,Block_A,27.26,Weekend,7
2025-01-19 08:00:00,Block_A,24.38,Weekend,8
2025-01-19 09:00:00,Block_A,25.13,Weekend,9
2025-01-19 10:00:00,Block_A,25.08,Weekend,10
2025-01-19 11:00:00,Block_A,20.79,Weekend,11
2025-01-19 12:00:00,Block_A,21.28,Weekend,12
2025-01-19 13:00:00,Block_A,23.42,Weekend,13
2025-01-19 14:00:00,Block_A,20.41,Weekend,14
2025-01-19 15:00:00,Block_A,19.75,Weekend,15
2025-01-19 16:00:00,Block_A,22.5,Weekend,16
2025-01-19 17:00:00,Block_A,23.6,Weekend,17
2025-01-19 18:00:00,Block_A,33.21,Weekend,18
2025-01-19 19:00:00,Block_A,33.09,Weekend,19
2025-01-19 20:00:00,Block_A,31.39,Weekend,20
2025-01-19 21:00:00,Block_A,33.83,Weekend,21
2025-01-19 22:00:00,Block_A,31.58,Weekend,22
2025-01-19 23:00:00,Block_A,21.23,Weekend,23
2025-01-20 00:00:00,Block_A,19.5,Weekday,0
2025-01-20 01:00:00,Block_A,21.94,Weekday,1
2025-01-20 02:00:00,Block_A,22.2,Weekday,2
2025-01-20 03:00:00,Block_A,22.79,Weekday,3
2025-01-20 04:00:00,Block_A,21.91,Weekday,4
2025-01-20 05:00:00,Block_A,23.86,Weekday,5
2025-01-20 06:00:00,Block_A,28.59,Weekday,6
2025-01-20 07:00:00,Block_A,27.96,Weekday,7
2025-01-20 08:00:00,Block_A,27.45,Weekday,8
2025-01-20 09:00:00,Block_A,29.47,Weekday,9
2025-01-20 10:00:00,Block_A,23.9,Weekday,10
2025-01-20 11:00:00,Block_A,22.06,Weekday,11
2025-01-20 12:00:00,Block_A,21.82,Weekday,12
2025-01-20 13:00:00,Block_A,19.86,Weekday,13
2025-01-20 14:00:00,Block_A,23.14,Weekday,14
2025-01-20 15:00:00,Block_A,21.85,Weekday,15
2025-01-20 16:00:00,Block_A,23.07,Weekday,16
2025-01-20 17:00:00,Block_A,22.09,Weekday,17
2025-01-20 18:00:00,Block_A,31.2,Weekday,18
2025-01-20 19:00:00,Block_A,33.13,Weekday,19
2025-01-20 20:00:00,Block_A,30.64,Weekday,20
2025-01-20 21:00:00,Block_A,32.79,Weekday,21
2025-01-20 22:00:00,Block_A,33.86,Weekday,22
2025-01-20 23:00:00,Block_A,23.72,Weekday,23
2025-01-21 00:00:00,Block_A,20.88,Weekday,0
